"id","case_number","date","block","iucr","primary_type","description","location_description","arrest","domestic","beat","district","ward","community_area","fbi_code","x_coordinate","y_coordinate","year","updated_on","latitude","longitude","location"
"14160139","JK208574","2026-04-06T18:15:00.000","006XX N ARMOUR ST","0810","THEFT","OVER $500","RESIDENCE","false","false","1215","012","1","24","06","1166054","1904557","2026","2026-04-14T15:44:12.000","41.893687251","-87.665587791","
,  
(41.893687251, -87.665587791)"
"14159030","JK208143","2026-04-06T18:15:00.000","001XX W 63RD ST","0460","BATTERY","SIMPLE","GAS STATION","false","false","0311","003","20","68","08B","1176275","1863208","2026","2026-04-14T15:44:12.000","41.77999793","-87.629294594","
,  
(41.77999793, -87.629294594)"
"14159058","JK208103","2026-04-06T18:14:00.000","051XX S INDIANA AVE","0460","BATTERY","SIMPLE","STREET","true","false","0231","002","3","40","08B","1178468","1871084","2026","2026-04-14T15:44:12.000","41.80156088","-87.621015557","
,  
(41.80156088, -87.621015557)"
"14159126","JK208109","2026-04-06T18:14:00.000","079XX S KINGSTON AVE","1570","SEX OFFENSE","PUBLIC INDECENCY","RESIDENCE","false","false","0422","004","7","46","17","1194565","1852814","2026","2026-04-14T15:44:12.000","41.751045556","-87.56258335","
,  
(41.751045556, -87.56258335)"
"14159328","JK208084","2026-04-06T18:11:00.000","003XX S DAMEN AVE","5132","OTHER OFFENSE","VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS","APARTMENT","false","false","1225","012","27","28","26","1163119","1898512","2026","2026-04-14T15:44:12.000","41.877161446","-87.676536946","
,  
(41.877161446, -87.676536946)"
"14165848","JK216118","2026-04-06T18:00:00.000","022XX W 47TH PL","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0931","009","15","61","07","1161992","1873130","2026","2026-04-15T15:42:05.000","41.807534146","-87.681382397","
,  
(41.807534146, -87.681382397)"
"14159809","JK208948","2026-04-06T18:00:00.000","023XX W MADISON ST","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","1223","012","27","28","06","1160808","1899960","2026","2026-04-14T15:44:12.000","41.881183104","-87.68498211","
,  
(41.881183104, -87.68498211)"
"14159019","JK208190","2026-04-06T18:00:00.000","018XX W 82ND ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0614","006","17","71","14","1165645","1850306","2026","2026-04-14T15:44:12.000","41.74482529","-87.668631233","
,  
(41.74482529, -87.668631233)"
"14159041","JK208200","2026-04-06T18:00:00.000","008XX W ADAMS ST","0560","ASSAULT","SIMPLE","APARTMENT","false","false","1232","012","34","28","08A","1170650","1899310","2026","2026-04-14T15:44:12.000","41.879189742","-87.648862058","
,  
(41.879189742, -87.648862058)"
"14162129","JK211607","2026-04-06T18:00:00.000","002XX E ONTARIO ST","0620","BURGLARY","UNLAWFUL ENTRY","COMMERCIAL / BUSINESS OFFICE","false","false","1834","018","2","8","05","1177934","1904538","2026","2026-04-14T15:44:12.000","41.893373119","-87.621957619","
,  
(41.893373119, -87.621957619)"
"14159322","JK208359","2026-04-06T18:00:00.000","023XX N TRIPP AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","2522","025","31","20","07","1147665","1915151","2026","2026-04-14T15:44:12.000","41.923131116","-87.732852348","
,  
(41.923131116, -87.732852348)"
"14160033","JK209192","2026-04-06T18:00:00.000","026XX N MEADE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","2512","025","30","19","07","1135288","1916814","2026","2026-04-14T15:44:12.000","41.927923405","-87.778290888","
,  
(41.927923405, -87.778290888)"
"14165059","JK208340","2026-04-06T18:00:00.000","016XX W 38TH ST","3960","INTIMIDATION","INTIMIDATION","RESIDENCE","false","false","0912","009","12","59","08A","1165884","1879526","2026","2026-04-14T15:44:12.000","41.825003574","-87.666925681","
,  
(41.825003574, -87.666925681)"
"14160325","JK209559","2026-04-06T18:00:00.000","020XX W 52ND PL","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","RESIDENCE","false","true","0932","009","16","61","26","1163447","1869672","2026","2026-04-14T15:44:12.000","41.798014561","-87.676142823","
,  
(41.798014561, -87.676142823)"
"14163984","JK214066","2026-04-06T18:00:00.000","022XX W DIVERSEY PKWY","0710","THEFT","THEFT FROM MOTOR VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","1432","014","32","22","06","1161089","1918562","2026","2026-04-14T15:44:12.000","41.932222582","-87.683432779","
,  
(41.932222582, -87.683432779)"
"14159492","JK208566","2026-04-06T18:00:00.000","009XX W 63RD PKWY","1365","CRIMINAL TRESPASS","TO RESIDENCE","APARTMENT","false","false","0712","007","16","68","26","1171301","1863652","2026","2026-04-14T15:44:12.000","41.781326622","-87.647516964","
,  
(41.781326622, -87.647516964)"
"14159244","JK208125","2026-04-06T18:00:00.000","049XX S KEDZIE AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","0821","008","14","63","06","1155883","1871503","2026","2026-04-14T15:44:12.000","41.803194418","-87.703832357","
,  
(41.803194418, -87.703832357)"
"14159245","JK208107","2026-04-06T17:57:00.000","079XX S MARQUETTE AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE","true","true","0422","004","7","46","26","1195559","1852760","2026","2026-04-14T15:44:12.000","41.750872883","-87.558942698","
,  
(41.750872883, -87.558942698)"
"14159123","JK208093","2026-04-06T17:50:00.000","027XX W 68TH ST","0460","BATTERY","SIMPLE","HOSPITAL BUILDING / GROUNDS","false","false","0831","008","16","66","08B","1159381","1859440","2026","2026-04-14T15:44:12.000","41.770020864","-87.6913338","
,  
(41.770020864, -87.6913338)"
"14158931","JK208066","2026-04-06T17:46:00.000","006XX S INDEPENDENCE BLVD","0820","THEFT","$500 AND UNDER","GAS STATION","false","false","1133","011","24","27","06","1151362","1897011","2026","2026-04-14T15:44:12.000","41.87328131","-87.71974488","
,  
(41.87328131, -87.71974488)"
"14159142","JK208075","2026-04-06T17:44:00.000","085XX S DREXEL AVE","0820","THEFT","$500 AND UNDER","RESIDENCE","false","true","0632","006","8","44","06","1183714","1848551","2026","2026-04-14T15:44:12.000","41.73960729","-87.602478933","
,  
(41.73960729, -87.602478933)"
"14186654","JK241959","2026-04-06T17:40:00.000","090XX S ELLIS AVE","1242","DECEPTIVE PRACTICE","COMPUTER FRAUD","RESIDENCE","false","false","0413","004","8","47","11","1184467","1845175","2026","2026-05-06T15:41:16.000","41.730325594","-87.599825506","
,  
(41.730325594, -87.599825506)"
"14159120","JK208188","2026-04-06T17:40:00.000","065XX S DR MARTIN LUTHER KING JR DR","051A","ASSAULT","AGGRAVATED - HANDGUN","APARTMENT","false","false","0312","003","20","69","04A","1180043","1861830","2026","2026-04-14T15:44:12.000","41.776131074","-87.615522837","
,  
(41.776131074, -87.615522837)"
"14159227","JK208091","2026-04-06T17:35:00.000","056XX N KOLMAR AVE","1154","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER",,"false","false","1711","017","39","12","11","1145036","1937078","2026","2026-04-14T15:44:12.000","41.983350766","-87.741956356","
,  
(41.983350766, -87.741956356)"
"14159017","JK208061","2026-04-06T17:32:00.000","047XX W NORTH AVE","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false","2533","025","37","25","06","1144311","1910210","2026","2026-04-16T15:44:10.000","41.909636288","-87.745300725","
,  
(41.909636288, -87.745300725)"
"14158980","JK208045","2026-04-06T17:32:00.000","094XX S ASHLAND AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","2221","022","21","73","06","1167325","1842212","2026","2026-04-14T15:44:12.000","41.722578383","-87.662706548","
,  
(41.722578383, -87.662706548)"
"14167134","JK217301","2026-04-06T17:30:00.000","075XX S EAST END AVE","0820","THEFT","$500 AND UNDER","RESIDENCE - PORCH / HALLWAY","false","false","0414","004","8","43","06","1188844","1855319","2026","2026-04-16T15:44:10.000","41.758058224","-87.583467569","
,  
(41.758058224, -87.583467569)"
"14158946","JK208034","2026-04-06T17:30:00.000","0000X W CHICAGO AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","true","true","1832","018","42","8","08B","1175659","1905713","2026","2026-04-14T15:44:12.000","41.896648834","-87.630277421","
,  
(41.896648834, -87.630277421)"
"14159021","JK208196","2026-04-06T17:30:00.000","027XX N CALIFORNIA AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","1411","014","1","22","14","1157241","1918050","2026","2026-04-14T15:44:12.000","41.930896787","-87.697587655","
,  
(41.930896787, -87.697587655)"
"14159543","JK208554","2026-04-06T17:30:00.000","0000X S FRANKLIN ST","1310","CRIMINAL DAMAGE","TO PROPERTY","COMMERCIAL / BUSINESS OFFICE","false","false","0122","001","34","32","14","1174333","1900280","2026","2026-04-14T15:44:12.000","41.881770084","-87.635309866","
,  
(41.881770084, -87.635309866)"
"14159519","JK208171","2026-04-06T17:30:00.000","069XX S VERNON AVE","0460","BATTERY","SIMPLE","APARTMENT","false","false","0322","003","6","69","08B","1180446","1859127","2026","2026-04-14T15:44:12.000","41.76870453","-87.614128347","
,  
(41.76870453, -87.614128347)"
"14158903","JK208014","2026-04-06T17:29:00.000","054XX S HYDE PARK BLVD","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","false","true","0234","002","5","41","26","1188584","1869258","2026","2026-04-14T15:44:12.000","41.796314172","-87.583975278","
,  
(41.796314172, -87.583975278)"
"14160904","JK210516","2026-04-06T17:29:00.000","054XX S HYDE PARK BLVD","2820","OTHER OFFENSE","TELEPHONE THREAT","OTHER (SPECIFY)","false","true","0234","002","5","41","08A","1188584","1869258","2026","2026-04-14T15:44:12.000","41.796314172","-87.583975278","
,  
(41.796314172, -87.583975278)"
"14159003","JK208022","2026-04-06T17:20:00.000","067XX S UNION AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true","0723","007","6","68","08B","1172900","1860168","2026","2026-04-14T15:44:12.000","41.771730979","-87.641757413","
,  
(41.771730979, -87.641757413)"
"14159038","JK208032","2026-04-06T17:20:00.000","015XX N SHEFFIELD AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","true","false","1822","018","27","8","06","1169405","1910555","2026","2026-04-14T15:44:12.000","41.91007391","-87.653106106","
,  
(41.91007391, -87.653106106)"
"14158981","JK208019","2026-04-06T17:17:00.000","045XX S DAMEN AVE","0460","BATTERY","SIMPLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0924","009","12","61","08B","1163663","1874311","2026","2026-04-14T15:44:12.000","41.810740003","-87.675220451","
,  
(41.810740003, -87.675220451)"
"14159132","JK208096","2026-04-06T17:15:00.000","023XX W JACKSON BLVD","0920","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","1225","012","27","28","07","1160925","1898643","2026","2026-04-14T15:44:12.000","41.877566711","-87.684589047","
,  
(41.877566711, -87.684589047)"
"14159034","JK208079","2026-04-06T17:13:00.000","027XX N LAKEWOOD AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true","1932","019","32","7","08B","1167167","1918335","2026","2026-04-14T15:44:12.000","41.931471083","-87.661103537","
,  
(41.931471083, -87.661103537)"
"14158974","JK208044","2026-04-06T17:10:00.000","010XX N NOBLE ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","SCHOOL - PUBLIC GROUNDS","false","true","1213","012","1","24","08B","1166872","1906900","2026","2026-04-14T15:44:12.000","41.900099097","-87.662516286","
,  
(41.900099097, -87.662516286)"
"14159112","JK208030","2026-04-06T17:08:00.000","009XX N LOCKWOOD AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","true","1524","015","37","25","08B","1140852","1905789","2026","2026-04-14T15:44:12.000","41.89756892","-87.758116688","
,  
(41.89756892, -87.758116688)"
"14159297","JK208038","2026-04-06T17:05:00.000","0000X N STATE ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false","0112","001","34","32","06","1176364","1900537","2026","2026-04-14T15:44:12.000","41.882429735","-87.627844406","
,  
(41.882429735, -87.627844406)"
"14174737","JK227365","2026-04-06T17:00:00.000","051XX W CRYSTAL ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","2533","025","37","25","08B","1141909","1907838","2026","2026-04-24T15:41:54.000","41.903172101","-87.754183594","
,  
(41.903172101, -87.754183594)"
"14166308","JK216803","2026-04-06T17:00:00.000","089XX S OGLESBY AVE","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","RESIDENCE","false","true","0413","004","7","48","26","1193392","1846097","2026","2026-04-16T15:44:10.000","41.732642284","-87.567100885","
,  
(41.732642284, -87.567100885)"
"14159082","JK208217","2026-04-06T17:00:00.000","030XX W FRANKLIN BLVD","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","false","false","1221","012","27","23","26","1155812","1903175","2026","2026-04-14T15:44:12.000","41.890107481","-87.70324051","
,  
(41.890107481, -87.70324051)"
"14159047","JK208018","2026-04-06T17:00:00.000","024XX W JACKSON BLVD","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","1125","011","27","28","08B","1160193","1898628","2026","2026-04-14T15:44:12.000","41.877540701","-87.687277174","
,  
(41.877540701, -87.687277174)"
"14158989","JK208023","2026-04-06T17:00:00.000","048XX W NORTH AVE","0460","BATTERY","SIMPLE","CTA BUS","false","false","2533","025","37","25","08B","1143915","1910200","2026","2026-04-14T15:44:12.000","41.909616287","-87.746755729","
,  
(41.909616287, -87.746755729)"
"14159416","JK208460","2026-04-06T17:00:00.000","050XX S RIDGEWAY AVE","0710","THEFT","THEFT FROM MOTOR VEHICLE","STREET","false","false","0821","008","14","62","06","1152227","1870722","2026","2026-04-14T15:44:12.000","41.801123936","-87.717261299","
,  
(41.801123936, -87.717261299)"
"14160906","JK210484","2026-04-06T17:00:00.000","009XX W HUBBARD ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1214","012","27","24","14","1170162","1903265","2026","2026-04-14T15:44:12.000","41.890053198","-87.650538354","
,  
(41.890053198, -87.650538354)"
"14160031","JK209151","2026-04-06T17:00:00.000","051XX S LAKE PARK AVE","0495","BATTERY","AGGRAVATED OF A SENIOR CITIZEN","STREET","false","false","0234","002","4","41","04B","1187547","1871315","2026","2026-04-14T15:44:12.000","41.801983471","-87.587712546","
,  
(41.801983471, -87.587712546)"
"14162068","JK211880","2026-04-06T17:00:00.000","029XX N LINDER AVE","0810","THEFT","OVER $500","VEHICLE NON-COMMERCIAL","false","false","2514","025","31","19","06","1139196","1918999","2026","2026-04-14T15:44:12.000","41.933848959","-87.763876911","
,  
(41.933848959, -87.763876911)"
"14160474","JK209729","2026-04-06T17:00:00.000","009XX N HARDING AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false","1112","011","37","23","14","1149882","1906076","2026","2026-04-14T15:44:12.000","41.898185553","-87.724942769","
,  
(41.898185553, -87.724942769)"
"14159717","JK208884","2026-04-06T17:00:00.000","002XX N MORGAN ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1214","012","27","28","07","1169734","1901781","2026","2026-04-14T15:44:12.000","41.885990337","-87.652153415","
,  
(41.885990337, -87.652153415)"
"14159511","JK208581","2026-04-06T17:00:00.000","061XX S INDIANA AVE","0820","THEFT","$500 AND UNDER","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0311","003","20","40","06","1178651","1864351","2026","2026-04-14T15:44:12.000","41.783080724","-87.620549159","
,  
(41.783080724, -87.620549159)"
"14159440","JK208485","2026-04-06T17:00:00.000","020XX W 19TH ST","0710","THEFT","THEFT FROM MOTOR VEHICLE","STREET","false","false","1234","012","25","31","06","1162975","1890732","2026","2026-04-14T15:44:12.000","41.855815433","-87.677283978","
,  
(41.855815433, -87.677283978)"
"14159075","JK208033","2026-04-06T17:00:00.000","053XX S CALUMET AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0231","002","3","40","08B","1179391","1869631","2026","2026-04-14T15:44:12.000","41.797552677","-87.617674963","
,  
(41.797552677, -87.617674963)"
"14159948","JK208991","2026-04-06T17:00:00.000","048XX W BALMORAL AVE","0710","THEFT","THEFT FROM MOTOR VEHICLE","RESIDENCE","false","false","1621","016","39","12","06","1143019","1935467","2026","2026-04-14T15:44:12.000","41.978968037","-87.749414975","
,  
(41.978968037, -87.749414975)"
"14160867","JK210394","2026-04-06T17:00:00.000","015XX W DEVON AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","MEDICAL / DENTAL OFFICE","false","false","2432","024","49","1","14","1164948","1942600","2026","2026-04-14T15:44:12.000","41.998102674","-87.668566123","
,  
(41.998102674, -87.668566123)"
"14159588","JK208764","2026-04-06T17:00:00.000","006XX W 46TH ST","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","false","false","0925","009","15","61","11","1172961","1874397","2026","2026-04-14T15:44:12.000","41.810775544","-87.64111384","
,  
(41.810775544, -87.64111384)"
"14158929","JK207983","2026-04-06T16:58:00.000","048XX S FORRESTVILLE AVE","4651","OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS","APARTMENT","false","false","0223","002","4","38","26","1180743","1873025","2026","2026-04-14T15:44:12.000","41.80683511","-87.612612664","
,  
(41.80683511, -87.612612664)"
"14158956","JK208017","2026-04-06T16:57:00.000","004XX S PLYMOUTH CT","0460","BATTERY","SIMPLE","LIBRARY","false","false","0113","001","4","32","08B","1176141","1898406","2026","2026-04-14T15:44:12.000","41.876587174","-87.628727499","
,  
(41.876587174, -87.628727499)"
"14160185","JK208455","2026-04-06T16:56:00.000","018XX W 35TH ST","0820","THEFT","$500 AND UNDER","RESIDENCE","false","false","0912","009","12","59","06","1164491","1881492","2026","2026-04-14T15:44:12.000","41.830428026","-87.671980686","
,  
(41.830428026, -87.671980686)"
"14163456","JK213365","2026-04-06T16:54:00.000","045XX S KARLOV AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE","false","true","0815","008","14","57","26","1149784","1874136","2026","2026-04-14T15:44:12.000","41.810540154","-87.726132297","
,  
(41.810540154, -87.726132297)"
"14190593","JK246539","2026-04-06T16:52:00.000","119XX S WALLACE ST","1780","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE","RESIDENCE","false","false","0524","005","21","53","20","1174459","1825661","2026","2026-05-10T15:41:12.000","41.677004496","-87.637065738","
,  
(41.677004496, -87.637065738)"
"14158987","JK208082","2026-04-06T16:52:00.000","033XX W NORTH AVE","0560","ASSAULT","SIMPLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","1422","014","26","23","08A","1153683","1910432","2026","2026-04-14T15:44:12.000","41.910064005","-87.710865831","
,  
(41.910064005, -87.710865831)"
"14158955","JK208070","2026-04-06T16:50:00.000","019XX N ST LOUIS AVE","1121","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","OTHER (SPECIFY)","false","false","1422","014","26","22","10","1152947","1912740","2026","2026-04-14T15:44:12.000","41.916411987","-87.713508341","
,  
(41.916411987, -87.713508341)"
"14158924","JK207976","2026-04-06T16:47:00.000","040XX S LAKE PARK AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","true","true","0214","002","4","36","08B","1183756","1878206","2026","2026-04-14T15:44:12.000","41.820982288","-87.601400234","
,  
(41.820982288, -87.601400234)"
"14158932","JK207974","2026-04-06T16:44:00.000","042XX S MICHIGAN AVE","4651","OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS","APARTMENT","false","false","0213","002","3","38","26","1177864","1876876","2026","2026-04-14T15:44:12.000","41.817468354","-87.62305508","
,  
(41.817468354, -87.62305508)"
"14162209","JK211402","2026-04-06T16:43:00.000","112XX S STEWART AVE","0820","THEFT","$500 AND UNDER","RESIDENCE - YARD (FRONT / BACK)","false","false","0522","005","21","49","06","1175633","1830223","2026","2026-04-14T15:44:12.000","41.689497215","-87.632632763","
,  
(41.689497215, -87.632632763)"
"14159013","JK208134","2026-04-06T16:41:00.000","073XX S COLES AVE","0530","ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON","APARTMENT","false","false","0334","003","7","43","04A","1194898","1857036","2026","2026-04-14T15:44:12.000","41.762622849","-87.561224243","
,  
(41.762622849, -87.561224243)"
"14159079","JK207970","2026-04-06T16:40:00.000","026XX W 23RD ST","0460","BATTERY","SIMPLE","STREET","false","false","1034","010","25","30","08B","1159218","1888635","2026","2026-04-14T15:44:12.000","41.850138986","-87.691131592","
,  
(41.850138986, -87.691131592)"
"14161141","JK209808","2026-04-06T16:35:00.000","049XX N DAMEN AVE","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","OTHER (SPECIFY)","false","false","2032","020","47","4","11","1162114","1932834","2026","2026-04-14T15:44:12.000","41.971364315","-87.679265773","
,  
(41.971364315, -87.679265773)"
"14159080","JK207964","2026-04-06T16:33:00.000","058XX S MICHIGAN AVE","0460","BATTERY","SIMPLE","APARTMENT","false","false","0232","002","20","40","08B","1178158","1866229","2026","2026-04-14T15:44:12.000","41.788245343","-87.622299703","
,  
(41.788245343, -87.622299703)"
"14158952","JK207997","2026-04-06T16:32:00.000","062XX N TALMAN AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","APARTMENT","false","true","2413","024","50","2","26","1157534","1941227","2026","2026-04-14T15:44:12.000","41.994489811","-87.695877312","
,  
(41.994489811, -87.695877312)"
"14159007","JK207985","2026-04-06T16:30:00.000","033XX N LOCKWOOD AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","SCHOOL - PUBLIC GROUNDS","false","true","1634","016","30","15","08B","1140438","1921850","2026","2026-04-14T15:44:12.000","41.941649661","-87.759242378","
,  
(41.941649661, -87.759242378)"
"14159033","JK208197","2026-04-06T16:30:00.000","011XX S KILBOURN AVE","0810","THEFT","OVER $500","WAREHOUSE","false","true","1131","011","24","29","06","1146550","1894902","2026","2026-04-14T15:44:12.000","41.867586991","-87.737466011","
,  
(41.867586991, -87.737466011)"
"14159253","JK208026","2026-04-06T16:30:00.000","066XX S ARTESIAN AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false","0832","008","16","66","05","1161185","1860508","2026","2026-04-14T15:44:12.000","41.772914465","-87.684691533","
,  
(41.772914465, -87.684691533)"
"14161231","JK207943","2026-04-06T16:26:00.000","019XX S ARCHER AVE","0810","THEFT","OVER $500","SCHOOL - PRIVATE BUILDING","false","false","0131","001","3","33","06","1176341","1890924","2026","2026-04-14T15:44:12.000","41.856051578","-87.628218813","
,  
(41.856051578, -87.628218813)"
"14159049","JK207942","2026-04-06T16:23:00.000","0000X S STATE ST","1330","CRIMINAL TRESPASS","TO LAND","SMALL RETAIL STORE","false","false","0112","001","34","32","26","1176392","1900179","2026","2026-04-14T15:44:12.000","41.881446731","-87.627752399","
,  
(41.881446731, -87.627752399)"
"14159009","JK207989","2026-04-06T16:20:00.000","044XX S PULASKI RD","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false","0821","008","14","57","06","1150424","1874895","2026","2026-04-14T15:44:12.000","41.812610526","-87.723765071","
,  
(41.812610526, -87.723765071)"
"14158881","JK207949","2026-04-06T16:18:00.000","085XX S COTTAGE GROVE AVE","0860","THEFT","RETAIL THEFT","CONVENIENCE STORE","false","false","0632","006","8","44","06","1183051","1848568","2026","2026-04-14T15:44:12.000","41.739669366","-87.604907509","
,  
(41.739669366, -87.604907509)"
"14158885","JK207932","2026-04-06T16:15:00.000","057XX S LAKE SHORE DR","0710","THEFT","THEFT FROM MOTOR VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0331","003","5","41","06","1189729","1867390","2026","2026-04-14T15:44:12.000","41.791160785","-87.579836586","
,  
(41.791160785, -87.579836586)"
"14159066","JK207979","2026-04-06T16:15:00.000","023XX N LINCOLN AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1812","018","43","7","14","1170819","1915906","2026","2026-04-14T15:44:12.000","41.924726439","-87.647754531","
,  
(41.924726439, -87.647754531)"
"14158927","JK207946","2026-04-06T16:14:00.000","041XX W FILLMORE ST","1330","CRIMINAL TRESPASS","TO LAND","COMMERCIAL / BUSINESS OFFICE","false","false","1132","011","24","29","26","1149047","1895052","2026","2026-04-14T15:44:12.000","41.867950681","-87.728295147","
,  
(41.867950681, -87.728295147)"
"14160163","JK209033","2026-04-06T16:10:00.000","042XX N BROADWAY","0820","THEFT","$500 AND UNDER","RESIDENCE - YARD (FRONT / BACK)","false","false","1915","019","46","3","06","1169193","1928373","2026","2026-04-14T15:44:12.000","41.958971937","-87.653365753","
,  
(41.958971937, -87.653365753)"
"14158855","JK207922","2026-04-06T16:10:00.000","022XX E 95TH ST","0560","ASSAULT","SIMPLE","SMALL RETAIL STORE","false","false","0431","004","7","51","08A","1192916","1842414","2026","2026-04-14T15:44:12.000","41.7225474","-87.568964465","
,  
(41.7225474, -87.568964465)"
"14158958","JK208046","2026-04-06T16:00:00.000","007XX N KEDZIE AVE","0810","THEFT","OVER $500","LIBRARY","false","false","1221","012","27","23","06","1154906","1904762","2026","2026-04-14T15:44:12.000","41.894480568","-87.706525192","
,  
(41.894480568, -87.706525192)"
"14159842","JK208989","2026-04-06T16:00:00.000","073XX S HOYNE AVE","0460","BATTERY","SIMPLE","STREET","false","false","0735","007","17","67","08B","1163630","1856017","2026","2026-04-14T15:44:12.000","41.760539583","-87.675854596","
,  
(41.760539583, -87.675854596)"
"14158860","JK207924","2026-04-06T16:00:00.000","049XX N FAIRFIELD AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","2031","020","40","4","14","1157121","1932795","2026","2026-04-14T15:44:12.000","41.971360431","-87.69762672","
,  
(41.971360431, -87.69762672)"
"14158909","JK208043","2026-04-06T16:00:00.000","029XX W SCHUBERT AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","1411","014","1","22","06","1156141","1917803","2026","2026-04-14T15:44:12.000","41.930241311","-87.701636628","
,  
(41.930241311, -87.701636628)"
"14158939","JK207945","2026-04-06T16:00:00.000","048XX S COTTAGE GROVE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","MEDICAL / DENTAL OFFICE","false","false","0223","002","4","38","14","1182405","1873119","2026","2026-04-14T15:44:12.000","41.807054646","-87.606514136","
,  
(41.807054646, -87.606514136)"
"14159315","JK208232","2026-04-06T15:58:00.000","025XX N NORDICA AVE","0560","ASSAULT","SIMPLE","STREET","false","false","2512","025","29","18","08A","1128659","1916163","2026","2026-04-14T15:44:12.000","41.926252149","-87.802665261","
,  
(41.926252149, -87.802665261)"
"14159286","JK207880","2026-04-06T15:55:00.000","018XX E 72ND ST","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","SIDEWALK","true","false","0324","003","7","43","15","1189722","1857599","2026","2026-04-14T15:44:12.000","41.764293693","-87.580176684","
,  
(41.764293693, -87.580176684)"
"14158904","JK207940","2026-04-06T15:54:00.000","0000X W TERMINAL ST","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","AIRPORT TERMINAL UPPER LEVEL - SECURE AREA","true","false","1653","016","41","76","15","1101811","1934419","2026","2026-04-18T15:40:54.000","41.976762981","-87.900983721","
,  
(41.976762981, -87.900983721)"
